id,name,age,nationality,country,club,leagueName,position,alternativePositions,preferredFoot,marketValue,OVR,PAC,SHO,PAS,DRI,DEF,PHY,cardType,source
isr_593,Mufalah Shlaata,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,LB,,,,55,52,35,41,37,50,42,active,israeli
isr_594,Daniel Mor Yosef,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,RB,,,,55,53,35,35,38,51,43,active,israeli
isr_595,Itamar Guri,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,CB,,,,61,48,35,35,36,75,64,active,israeli
isr_596,Julian Shelufe,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,CDM,,,,61,44,35,59,39,66,63,active,israeli
isr_597,Ohad Rabinovich,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,CM,,,,57,45,41,60,43,36,41,active,israeli
isr_598,Matanel Tadesa,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,CM,,,,59,43,39,59,50,43,39,active,israeli
isr_599,Amit Gorvich,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,CAM,,,,59,49,49,62,64,35,39,active,israeli
isr_600,Or Dasa,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,LM,,,,58,62,47,53,59,35,39,active,israeli
isr_601,Anas Dabour,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,ST,,,,64,60,76,36,60,35,62,active,israeli
isr_602,Idan Golan,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,ST,,,,71,68,85,41,67,35,70,active,israeli
isr_603,Nehorai Ifrach,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,LW,,,,65,77,62,54,74,35,40,active,israeli
isr_604,Shahar Hirsh,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,RW,,,,72,86,69,60,83,35,45,active,israeli
isr_605,Peter Onyekachi,,Nigeria,Nigeria,Hapoel Nof HaGalil,Liga Leumit,ST,,,,70,73,81,38,63,35,75,active,israeli
isr_606,Kennedy Musonda,,Zambia,Zambia,Hapoel Nof HaGalil,Liga Leumit,ST,,,,63,62,78,39,53,35,64,active,israeli
isr_607,Ido Elmshily,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,LW,,,,67,79,63,55,76,35,41,active,israeli
isr_608,Muhammad Taha,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,RW,,,,68,79,63,55,76,35,41,active,israeli
isr_609,Ofek Osher,,Israel,Israel,Hapoel Nof HaGalil,Liga Leumit,ST,,,,70,73,81,38,63,35,75,active,israeli
isr_610,Dvir Nir,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,GK,,,,68,35,35,43,39,35,48,active,israeli
isr_611,Arik Yanko,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,GK,,,,66,35,35,42,38,35,47,active,israeli
isr_612,Matan Peleg,,GUA,GUA,Hapoel Rishon LeZion,Liga Leumit,CB,,,,63,43,35,38,41,72,70,active,israeli
isr_613,Roei Zrihan,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,CB,,,,61,47,35,35,35,74,72,active,israeli
isr_614,Omri Luzon,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,CB,,,,66,44,35,37,40,82,71,active,israeli
isr_615,Ali Khatib,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,LB,,,,60,51,35,40,44,58,40,active,israeli
isr_616,Shon Edri,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,RB,,,,62,58,35,46,41,56,47,active,israeli
isr_617,Fadi Najar,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,CB,,,,59,39,35,35,37,75,64,active,israeli
isr_618,Jawad Kadah,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,CDM,,,,57,36,35,50,41,66,54,active,israeli
isr_619,Elian Rohana,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,CM,,,,69,59,45,68,58,49,46,active,israeli
isr_620,Jekob Jeno,,NCL,NCL,Hapoel Rishon LeZion,Liga Leumit,CM,,,,70,57,52,75,55,47,52,active,israeli
isr_621,Roy Dayan,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,CAM,,,,62,44,54,67,69,35,35,active,israeli
isr_622,Shay Sabah,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,LM,,,,67,71,54,61,68,35,46,active,israeli
isr_623,Roi Hare,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,RM,,,,65,70,54,60,67,35,45,active,israeli
isr_624,Evyatar Mizrahi,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,CDM,,,,58,39,35,53,43,60,57,active,israeli
isr_625,Amit Zur,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,CM,,,,62,46,41,62,53,45,42,active,israeli
isr_626,Manamto Asefa,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,CM,,,,65,49,44,66,56,48,45,active,israeli
isr_627,Leroy Mondzenga,,CGO,CGO,Hapoel Rishon LeZion,Liga Leumit,CAM,,,,68,49,59,74,75,35,38,active,israeli
isr_628,Liam Levy,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,LM,,,,64,67,51,57,73,35,43,active,israeli
isr_629,Dor Jan,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,ST,,,,70,72,80,37,62,35,74,active,israeli
isr_630,Ahmad Khalaila,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,ST,,,,62,62,77,39,53,35,64,active,israeli
isr_631,Amit Zenati,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,LW,,,,70,87,61,53,84,35,38,active,israeli
isr_632,Hisham Taha,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,RW,,,,67,79,63,55,76,35,41,active,israeli
isr_633,Daniel Hayle,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,ST,,,,68,72,80,37,62,35,65,active,israeli
isr_634,Eligijus Jankauskas,,LIT,LIT,Hapoel Rishon LeZion,Liga Leumit,ST,,,,64,64,80,40,55,35,66,active,israeli
isr_635,Amir Berkovits,,Israel,Israel,Hapoel Rishon LeZion,Liga Leumit,LW,,,,68,81,65,57,78,35,43,active,israeli
isr_636,Sahar Hasson,,Israel,Israel,Hapoel Afula,Liga Leumit,GK,,,,59,35,35,37,35,35,41,active,israeli
isr_637,Lidor Cohen,,Israel,Israel,Hapoel Afula,Liga Leumit,GK,,,,58,35,35,40,35,35,44,active,israeli
isr_638,Nitay Bitan,,Israel,Israel,Hapoel Afula,Liga Leumit,CB,,,,64,47,35,41,35,76,74,active,israeli
isr_639,Philip Ipole,,Nigeria,Nigeria,Hapoel Afula,Liga Leumit,CB,,,,65,48,35,42,36,77,75,active,israeli
isr_640,Ofek Fishler,,Israel,Israel,Hapoel Afula,Liga Leumit,CB,,,,56,43,35,35,35,68,67,active,israeli
isr_641,Mor Naaman,,Israel,Israel,Hapoel Afula,Liga Leumit,LB,,,,58,54,35,43,39,52,44,active,israeli
isr_642,Ben Ezer Cohen,,Israel,Israel,Hapoel Afula,Liga Leumit,RB,,,,58,56,35,36,41,54,46,active,israeli
isr_643,Idan Rata,,Israel,Israel,Hapoel Afula,Liga Leumit,CB,,,,56,36,35,35,35,70,60,active,israeli
isr_644,Miloš Stojanović,,Serbia,Serbia,Hapoel Afula,Liga Leumit,CB,,,,57,40,35,35,35,65,64,active,israeli
isr_645,Roei Rabinovich,,Israel,Israel,Hapoel Afula,Liga Leumit,CDM,,,,58,43,35,48,38,64,61,active,israeli
isr_646,Yaniv Brik,,Israel,Israel,Hapoel Afula,Liga Leumit,CM,,,,64,52,48,69,50,43,48,active,israeli
isr_647,Ilay Azar,,Israel,Israel,Hapoel Afula,Liga Leumit,CM,,,,57,45,41,60,43,36,41,active,israeli
isr_648,Snir Talias,,Israel,Israel,Hapoel Afula,Liga Leumit,CAM,,,,69,50,60,75,77,35,38,active,israeli
isr_649,Ran Meir,,Israel,Israel,Hapoel Afula,Liga Leumit,LM,,,,60,69,45,51,66,35,37,active,israeli
isr_650,Orel Danan,,Israel,Israel,Hapoel Afula,Liga Leumit,RM,,,,57,65,41,47,62,35,43,active,israeli
isr_651,Liran Turgeman,,Israel,Israel,Hapoel Afula,Liga Leumit,CDM,,,,58,43,35,48,38,64,61,active,israeli
isr_652,Ilay Ben David,,Israel,Israel,Hapoel Afula,Liga Leumit,CM,,,,59,50,37,57,48,41,46,active,israeli
isr_653,Oded Checkol,,Israel,Israel,Hapoel Afula,Liga Leumit,CM,,,,69,59,45,68,58,49,46,active,israeli
isr_654,Afik Cohen,,Israel,Israel,Hapoel Afula,Liga Leumit,CAM,,,,57,41,50,63,65,35,35,active,israeli
isr_655,Yaniv Mizrahi,,Israel,Israel,Hapoel Afula,Liga Leumit,ST,,,,69,69,86,43,59,35,71,active,israeli
isr_656,Ahmed Darawshe,,Israel,Israel,Hapoel Afula,Liga Leumit,ST,,,,66,64,80,39,63,35,66,active,israeli
isr_657,Eilon Elimelech,,Israel,Israel,Hapoel Afula,Liga Leumit,LW,,,,72,87,61,52,84,35,46,active,israeli
isr_658,Kule Mbombo,,DR Congo,DR Congo,Hapoel Afula,Liga Leumit,RW,,,,63,70,56,48,76,35,35,active,israeli
isr_659,Ameer Rayan,,Israel,Israel,Hapoel Afula,Liga Leumit,ST,,,,71,70,87,43,60,35,72,active,israeli
isr_660,Orel Yehuda,,Israel,Israel,Hapoel Afula,Liga Leumit,ST,,,,72,74,82,38,64,35,76,active,israeli
isr_661,Andrézinho,,Brazil,Brazil,Hapoel Afula,Liga Leumit,LW,,,,67,82,57,49,79,35,44,active,israeli
isr_662,David Ben Lulu,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,GK,,,,65,35,35,43,40,35,48,active,israeli
isr_663,Yosef Mahamid,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,GK,,,,69,35,35,44,40,35,49,active,israeli
isr_664,Aviv Bitton,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,CB,,,,65,46,35,40,35,75,73,active,israeli
isr_665,Shahar Tzafrir,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,CB,,,,56,38,35,35,36,63,62,active,israeli
isr_666,Ahmed Switat,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,CB,,,,58,39,35,35,37,74,63,active,israeli
isr_667,Mohammed Awadeh,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,LB,,,,56,55,35,35,39,53,44,active,israeli
isr_668,Jaber Jabarin,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,RB,,,,60,56,35,45,40,54,45,active,israeli
isr_669,Ahmed Jabarin,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,CB,,,,65,43,35,37,40,81,70,active,israeli
isr_670,Oudai Mahamid,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,CB,,,,65,44,35,38,41,82,71,active,israeli
isr_671,Niran Rotshtein,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,CB,,,,61,46,35,35,35,73,71,active,israeli
isr_672,Gal Kolani,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,CDM,,,,60,39,35,54,44,70,58,active,israeli
isr_673,Abdallah Jabarin,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,CM,,,,62,50,45,66,48,40,46,active,israeli
isr_674,Noor Aladeen Jabarin,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,CM,,,,58,43,39,59,51,43,40,active,israeli
isr_675,Bashar Mahagna,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,CAM,,,,58,49,49,62,64,35,35,active,israeli
isr_676,Ilay Segev,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,LM,,,,59,64,49,55,61,35,41,active,israeli
isr_677,Habiballah Jabarin,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,RM,,,,58,62,47,53,59,35,39,active,israeli
isr_678,Mohammed Mahamid,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,CDM,,,,59,37,35,52,42,68,56,active,israeli
isr_679,Idan Golan,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,ST,,,,67,68,84,43,58,35,70,active,israeli
isr_680,Karem Arshid,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,ST,,,,62,59,74,36,59,35,61,active,israeli
isr_681,Nasser Issa,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,LW,,,,60,73,50,43,70,35,39,active,israeli
isr_682,Eden Ben Simon,,Israel,Israel,Hapoel Umm al-Fahm,Liga Leumit,RW,,,,62,73,59,51,70,35,38,active,israeli
isr_683,Mahmoud Sarsour,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,GK,,,,64,35,35,44,35,35,48,active,israeli
isr_684,Anas Tibi,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,GK,,,,61,36,35,36,35,35,49,active,israeli
isr_685,Basel Hijazi,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,CB,,,,63,46,35,41,35,75,73,active,israeli
isr_686,Walid Badir,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,CB,,,,64,43,35,37,40,81,70,active,israeli
isr_687,Mohamad Sawan,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,CB,,,,66,50,35,35,37,79,77,active,israeli
isr_688,Ali Daana,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,CB,,,,61,47,35,35,35,74,72,active,israeli
isr_689,Samer Shehadeh,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,LB,,,,62,56,35,44,39,54,45,active,israeli
isr_690,Yusef Halabi,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,LB,,,,65,63,35,41,46,61,51,active,israeli
isr_691,Ibrahim Natur,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,RB,,,,57,48,35,38,42,55,38,active,israeli
isr_692,Salem Hamdan,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,CDM,,,,60,39,35,54,44,70,58,active,israeli
isr_693,Faris Abu Leil,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,CDM,,,,64,45,35,61,41,68,65,active,israeli
isr_694,Haitham Srouji,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,CM,,,,64,52,48,69,50,43,48,active,israeli
isr_695,Hamza Dawud,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,CM,,,,62,48,43,64,55,38,44,active,israeli
isr_696,Bilal Mansour,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,CM,,,,69,59,45,68,58,49,46,active,israeli
isr_697,Roni Solomon,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,CAM,,,,57,44,53,66,59,35,35,active,israeli
isr_698,Nasser Yahya,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,CAM,,,,62,48,58,71,64,35,38,active,israeli
isr_699,Mahamid Jamal,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,LW,,,,60,69,55,48,75,35,35,active,israeli
isr_700,Elias Natour,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,LW,,,,63,71,57,49,77,35,36,active,israeli
isr_701,Boutros Hamdan,,Cameroon,Cameroon,Maccabi Ahi Nazareth,Liga Leumit,RW,,,,68,78,62,54,84,35,40,active,israeli
isr_702,Brice Nakache,,France,France,Maccabi Ahi Nazareth,Liga Leumit,RW,,,,65,77,62,54,74,35,40,active,israeli
isr_703,Ihab Sabbah,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,ST,,,,68,66,83,40,65,35,68,active,israeli
isr_704,Ahmad Khatib,,Israel,Israel,Maccabi Ahi Nazareth,Liga Leumit,ST,,,,71,67,84,40,66,35,69,active,israeli
isr_705,Achraf Dguig,,Morocco,Morocco,Maccabi Ahi Nazareth,Liga Leumit,ST,,,,68,67,84,41,57,35,69,active,israeli
